number,Ingredient,Category,Source,Safety,Evidence
3685,Astaxanthin,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3686,Bacopa Monnieri (Bacosides),Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3687,CDP-Choline,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3688,Centrophenoxine,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3689,Citicoline,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3690,CoQ10 Ubiquinol,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3691,Coluracetam,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3692,DLPA,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3693,DMAE Bitartrate,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3694,Dynamine,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3695,Eleuthero,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3696,Fasoracetam,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3697,Ginkgo Biloba (24/6),Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3698,Gotu Kola,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3699,Huperzia Serrata Extract,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3700,Huperzine A,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3701,Lion’s Mane (Hericenones/Aerinacines),Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3702,Lutein,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3703,Meso-Zeaxanthin,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3704,N-Acetyl Semax Amidate (peptide; often online),Nootropic / Cognitive,Vegan / Plant-Based,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3705,"Nicotine Polacrilex (lozenge; cognitive, not a supplement for sale in GNC)",Nootropic / Cognitive,Vegan / Plant-Based,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3706,Noopept (N-phenylacetyl-L-prolylglycine ethyl ester),Nootropic / Cognitive,Vegan / Plant-Based,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3707,Oxiracetam,Nootropic / Cognitive,Vegan / Plant-Based,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3708,PQQ,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3709,Panax Ginseng,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3710,Phenylalanine,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3711,Phenylpiracetam,Nootropic / Cognitive,Vegan / Plant-Based,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3712,Phosphatidylcholine,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3713,Phosphatidylserine,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3714,Piracetam,Nootropic / Cognitive,Vegan / Plant-Based,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3715,Pterostilbene,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3716,Resveratrol,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3717,Rhodiola Rosea (Salidroside),Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3718,Rosmarinic Acid,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3719,Saffron Extract,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3720,Schisandra Chinensis,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3721,Selank (peptide),Nootropic / Cognitive,Vegan / Plant-Based,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3722,Semax (Acetylated),Nootropic / Cognitive,Vegan / Plant-Based,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3723,Synephrine (focus),Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3724,Theacrine,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3725,Theanine,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3726,Tryptophan,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3727,Tyrosine,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3728,Uridine Monophosphate,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3729,Uridine Triacetate,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3730,Ursolic Acid,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3731,Vincamine,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3732,Vinpocetine,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3733,Vinpocetine Analogues,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3734,Zeaxanthin,Nootropic / Cognitive,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3735,5-HTP,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3736,Acetyl-L-Carnitine,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3737,Alpha-GPC,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3738,Astaxanthin,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3739,Bacopa Extract,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3740,Citicoline,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3741,DL-Phenylalanine,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3742,Eleuthero,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3743,Ginkgo Extract,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3744,Huperzine A,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3745,Lion’s Mane Extract,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3746,Lutein,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3747,Melatonin,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3748,Meso-Zeaxanthin,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3749,PQQ,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3750,Panax Ginseng,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3751,Phosphatidylserine,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3752,Pterostilbene,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3753,Resveratrol,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3754,Rhodiola Extract,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3755,Saffron Extract,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3756,Schisandra Extract,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Emerging Evidence
3757,Theanine,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3758,Tyrosine,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3759,Ubiquinol,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3760,Uridine Monophosphate,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3761,Uridine Triacetate,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3762,Vinpocetine,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3763,Zeaxanthin,Nootropic / Cognitive (Large),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3764,Acer Triglycerides (MCT C8/C10),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3765,Ahiflower Oil (SDA),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3766,Algal DHA Oil,Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3767,Black Seed Oil (Thymoquinone),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3768,Borage Oil (GLA),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3769,Calanus Oil (Wax Esters),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3770,Cod Liver Oil (Vitamin A/D),Oils & Lipids (Extended),Animal-Derived,General Dietary Use,Strong Clinical Evidence
3771,Evening Primrose Oil (GLA),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3772,Krill Oil Phospholipids,Oils & Lipids (Extended),Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3773,Nigella Sativa Fixed Oil,Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3774,Perilla Oil (ALA),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3775,Phosphatidylcholine 90% (Sunflower),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3776,Phosphatidylserine 50% (Sunflower),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3777,Rice Bran Oil (Gamma Oryzanol),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3778,Seal Oil (DPA source),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3779,Sesame Oil (Sesamin),Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3780,Tea Seed Oil,Oils & Lipids (Extended),Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3781,Activated Charcoal,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3782,Algae Calcium (Lithothamnion),Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3783,Astaxanthin Oleoresin,Other Natural,Mixed/Neutral,General Dietary Use,Emerging Evidence
3784,Bee Pollen,Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3785,Bee Propolis,Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3786,Bentonite Clay,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3787,Beta‑Glucans (Yeast),Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3788,Bone Broth Concentrate,Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3789,Bovine Serum Albumin (BSA),Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3790,Chitin,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3791,Chitosan,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3792,Colostrum (Bovine),Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3793,Colostrum‑Derived PRPs,Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3794,Coral Calcium,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3795,Diatomaceous Earth (Food Grade),Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3796,Eggshell Membrane,Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3797,French Green Clay,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3798,Fulvic Acid,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3799,Humic Acid,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3800,Hydroxytyrosol,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3801,Immunoglobulins (IgG),Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3802,Kaolin Clay,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3803,Lactoferrin,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3804,Lysozyme,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3805,Marine Collagen,Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3806,OPC (Oligomeric Proanthocyanidins),Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3807,Oleocanthal,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3808,Pearl Powder,Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3809,Royal Jelly,Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3810,Shark Cartilage,Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3811,Shellfish‑Free Glucosamine (Corn),Other Natural,Animal-Derived,General Dietary Use,Mixed / Limited Evidence
3812,Zeolite (Clinoptilolite),Other Natural,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3813,Aescin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3814,Alkaloids: Caffeine,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3815,Apocarotenoids: Crocetin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3816,Astaxanthin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Emerging Evidence
3817,Astragaloside IV,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3818,Berberine,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Strong Clinical Evidence
3819,Bergapten,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3820,Beta-Carotene,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3821,Bixin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3822,Canadine,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3823,Canthaxanthin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3824,Carotenoids: Alpha-Carotene,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3825,Cathinone,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3826,Chelerythrine,Phytochemicals – Ultra,Mixed/Neutral,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3827,Cholestane Glycosides,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3828,Codeine (historic),Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3829,Coumarins: Umbelliferone,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3830,Crocins,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3831,Ephedrine,Phytochemicals – Ultra,Mixed/Neutral,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3832,Fucoxanthin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3833,Ginsenoside Rb1,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Emerging Evidence
3834,Ginsenoside Rg1,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Emerging Evidence
3835,Glycyrrhizin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3836,Gomisin A,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3837,Gomisin B,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3838,Hordenine,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3839,Imperatorin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3840,Jatrorrhizine,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3841,Lignans: Schisandrin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3842,Lutein,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3843,Lycopene,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3844,Mescaline,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3845,Morphine (historic),Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3846,Norbixin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3847,Noscapine,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3848,Osthole,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3849,Palmatine,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3850,Papaverine,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3851,Protodioscin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3852,Pseudoephedrine,Phytochemicals – Ultra,Mixed/Neutral,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3853,Psoralen,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3854,Quillaja Saponin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3855,Sanguinarine,Phytochemicals – Ultra,Mixed/Neutral,Restricted/Controlled or High-Risk,Mixed / Limited Evidence
3856,Saponins: Dioscin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3857,Sarsaponin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3858,Schisandrin B,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3859,Schisandrin C,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3860,Scopoletin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3861,Secoisolariciresinol Diglucoside,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3862,Synephrine,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3863,Theobromine,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3864,Theophylline,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3865,Tocotrienols Alpha,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3866,Tocotrienols Beta,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3867,Tocotrienols Gamma,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3868,Zeaxanthin,Phytochemicals – Ultra,Mixed/Neutral,General Dietary Use,Mixed / Limited Evidence
3869,Anthocyanins (Cyanidin),Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3870,Apigenin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3871,Apocarotenal,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3872,Arctigenin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3873,Baicalein,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3874,Baicalin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3875,Bergapten,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3876,Beta-Caryophyllene,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3877,Biochanin A,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3878,Capsanthin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3879,Capsorubin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3880,Chrysin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3881,Coumestrol,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3882,Crocetin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3883,Daidzein,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3884,Delphinidin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3885,Enterodiol,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3886,Enterolactone,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3887,Esculetin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3888,Farnesol,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3889,Fisetin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3890,Formononetin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3891,Fucoxanthin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3892,Genistein,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3893,Geraniol,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3894,Hesperetin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3895,Humulene,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3896,Hypericin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3897,Isorhamnetin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3898,Kaempferol,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3899,Limonene,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3900,Linalool,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3901,Malvidin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3902,Matairesinol,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3903,Morin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3904,Myricetin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3905,Neoxanthin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3906,Nobiletin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3907,Pelargonidin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3908,Peonidin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3909,Perillyl Alcohol,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3910,Petunidin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3911,Phytoene,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3912,Phytofluene,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3913,Picrocrocin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3914,Psoralen,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3915,Quercitrin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3916,Safranal,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3917,Scopoletin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3918,Secoisolariciresinol,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
